system:index,district,governorate,water,year,.geo
3_00000000000000000057,Baquba,Diyala,1798.0745098039215,1987.0,
3_00000000000000000032,Koysinjaq,Erbil,3790.027450980392,1987.0,
3_00000000000000000033,Makhmour,Erbil,503.9568627450981,1987.0,
3_00000000000000000038,Rawanduz,Erbil,1302.141176470588,1987.0,
3_0000000000000000003a,Shaqlawa,Erbil,2.392156862745098,1987.0,
3_0000000000000000004f,Al-Zibar,Erbil,836.4666666666666,1987.0,
3_0000000000000000005f,Erbil,Erbil,310.45098039215685,1987.0,
3_00000000000000000002,Ain Al-Tamur,Kerbala,510339.1764705879,1987.0,
3_00000000000000000014,Al-Hindiya,Kerbala,6684.752941176471,1987.0,
3_00000000000000000064,Kerbela,Kerbala,250534.03137254892,1987.0,
3_00000000000000000012,Al-Hawiga,Kirkuk,2970.5215686274505,1987.0,
3_00000000000000000031,Kirkuk,Kirkuk,185.81176470588235,1987.0,
3_0000000000000000005a,Daquq,Kirkuk,5.0,1987.0,
3_0000000000000000005c,Dibis,Kirkuk,4640.0,1987.0,
3_00000000000000000005,Al-Amara,Maysan,2747.8588235294114,1987.0,
3_00000000000000000016,Al-Kahla,Maysan,175404.10588235292,1987.0,
3_00000000000000000020,Al-Maimouna,Maysan,24165.909803921568,1987.0,
3_00000000000000000022,Al-Mejar Al-Kabir,Maysan,65904.20392156864,1987.0,
3_00000000000000000036,Qalat Saleh,Maysan,1662.4196078431373,1987.0,
3_00000000000000000051,Ali Al-Gharbi,Maysan,20591.52549019608,1987.0,
3_00000000000000000006,Al-Baaj,Ninewa,0.0,1987.0,
3_0000000000000000000e,Al-Hamdaniya,Ninewa,14259.76862745098,1987.0,
3_00000000000000000011,Al-Hatra,Ninewa,0.0,1987.0,
3_00000000000000000024,Al-Mosul,Ninewa,16379.035294117648,1987.0,
3_0000000000000000003d,Sinjar,Ninewa,0.0,1987.0,
3_00000000000000000040,Telafar,Ninewa,205933.4627450978,1987.0,
3_00000000000000000042,Tilkaef,Ninewa,112981.52941176458,1987.0,
3_0000000000000000004a,Al-Shikhan,Ninewa,2.0,1987.0,
3_00000000000000000053,Aqra,Ninewa,12475.12156862745,1987.0,
3_00000000000000000009,Al-Daur,Salah Al-Din,525.9921568627451,1987.0,
3_00000000000000000039,Samarra,Salah Al-Din,938844.9999999979,1987.0,
3_00000000000000000041,Tikrit,Salah Al-Din,9896.058823529413,1987.0,
3_00000000000000000043,Tooz Khurmato,Salah Al-Din,55.0,1987.0,
3_0000000000000000004b,Al-Shirqat,Salah Al-Din,10280.560784313724,1987.0,
3_00000000000000000055,Balad,Salah Al-Din,881904.9450980375,1987.0,
3_00000000000000000058,Baiji,Salah Al-Din,21701.247058823526,1987.0,
3_00000000000000000008,Al-Chibayish,Thi Qar,139701.63137254905,1987.0,
3_00000000000000000029,Al-Nasiriya,Thi Qar,26390.674509803943,1987.0,
3_0000000000000000002c,Al-Rifai,Thi Qar,22112.650980392154,1987.0,
3_0000000000000000003f,Suq Al-Shoyokh,Thi Qar,44183.768627451005,1987.0,
3_00000000000000000049,Al-Shatra,Thi Qar,5026.43137254902,1987.0,
3_0000000000000000000d,Al-Hai,Wassit,7331.709803921569,1987.0,
3_0000000000000000001c,Al-Kut,Wassit,38540.678431372566,1987.0,
3_00000000000000000028,Al-Namaniya,Wassit,165539.36862745078,1987.0,
3_0000000000000000004d,Al-Suwaira,Wassit,35929.478431372554,1987.0,
3_00000000000000000054,Badra,Wassit,44.98823529411764,1987.0,
4_0000000000000000000b,Al-Falluja,Al-Anbar,0.0,1988.0,
4_00000000000000000017,Al-Kaim,Al-Anbar,0.0,1988.0,
4_0000000000000000002b,Al-Ramadi,Al-Anbar,0.0,1988.0,
4_00000000000000000045,Al-Rutba,Al-Anbar,0.0,1988.0,
4_00000000000000000052,Ana,Al-Anbar,0.0,1988.0,
4_00000000000000000060,Haditha,Al-Anbar,0.0,1988.0,
4_00000000000000000062,Heet,Al-Anbar,0.0,1988.0,
4_00000000000000000000,Abu Al-Khaseeb,Al-Basrah,0.0,1988.0,
4_00000000000000000007,Al-Basrah,Al-Basrah,0.0,1988.0,
4_0000000000000000000c,Al-Faw,Al-Basrah,0.0,1988.0,
4_00000000000000000023,Al-Midaina,Al-Basrah,0.0,1988.0,
4_0000000000000000002a,Al-Qurna,Al-Basrah,0.0,1988.0,
4_0000000000000000003c,Shat Al-Arab,Al-Basrah,0.0,1988.0,
4_00000000000000000050,Al-Zubair,Al-Basrah,0.0,1988.0,
4_0000000000000000001a,Al-Khidhir,Al-Muthanna,0.0,1988.0,
4_0000000000000000002e,Al-Rumaitha,Al-Muthanna,0.0,1988.0,
4_00000000000000000046,Al-Salman,Al-Muthanna,0.0,1988.0,
4_00000000000000000047,Al-Samawa,Al-Muthanna,0.0,1988.0,
4_0000000000000000001b,Al-Kufa,Al-Najaf,0.0,1988.0,
4_00000000000000000021,Al-Manathera,Al-Najaf,0.0,1988.0,
4_00000000000000000027,Al-Najaf,Al-Najaf,0.0,1988.0,
4_00000000000000000001,Afaq,Al-Qadissiya,0.0,1988.0,
4_0000000000000000000a,Al-Diwaniya,Al-Qadissiya,0.0,1988.0,
4_0000000000000000000f,Al-Hamza,Al-Qadissiya,0.0,1988.0,
4_00000000000000000048,Al-Shamiya,Al-Qadissiya,0.0,1988.0,
4_00000000000000000034,Panjwin,Al-Sulaymaniyah,0.0,1988.0,
4_00000000000000000035,Pshdar,Al-Sulaymaniyah,0.0,1988.0,
4_00000000000000000037,Rania,Al-Sulaymaniyah,0.0,1988.0,
4_0000000000000000003b,Sharbazher,Al-Sulaymaniyah,0.0,1988.0,
4_0000000000000000004c,Al-Sulaymaniyah,Al-Sulaymaniyah,0.0,1988.0,
4_00000000000000000059,Chamchamal,Al-Sulaymaniyah,0.0,1988.0,
4_0000000000000000005b,Derbendikhan,Al-Sulaymaniyah,0.0,1988.0,
4_0000000000000000005d,Dokan,Al-Sulaymaniyah,0.0,1988.0,
4_00000000000000000061,Halabcha,Al-Sulaymaniyah,0.0,1988.0,
4_00000000000000000063,Kalar,Al-Sulaymaniyah,0.0,1988.0,
4_00000000000000000010,Al-Hashimiya,Babil,0.0,1988.0,
4_00000000000000000013,Al-Hilla,Babil,0.0,1988.0,
4_0000000000000000001e,Al-Mahaweel,Babil,0.0,1988.0,
4_00000000000000000026,Al-Mussyab,Babil,0.0,1988.0,
4_00000000000000000003,Al-Adhamiya,Baghdad,0.0,1988.0,
4_00000000000000000015,Al-Kadhmiyah,Baghdad,0.0,1988.0,
4_00000000000000000018,Al-Karkh,Baghdad,0.0,1988.0,
4_0000000000000000001d,Al-Mada'in,Baghdad,0.0,1988.0,
4_0000000000000000001f,Al-Mahmoudiya,Baghdad,0.0,1988.0,
4_0000000000000000002d,Al-Risafa,Baghdad,0.0,1988.0,
4_0000000000000000004e,Al-Thawra,Baghdad,0.0,1988.0,
4_00000000000000000004,Al-Amadiya,Duhok,0.0,1988.0,
4_0000000000000000003e,Sumail,Duhok,0.0,1988.0,
4_00000000000000000044,Zakho,Duhok,0.0,1988.0,
4_0000000000000000005e,Duhok,Duhok,0.0,1988.0,
4_00000000000000000019,Al-Khalis,Diyala,0.0,1988.0,
4_00000000000000000025,Al-Muqdadiya,Diyala,0.0,1988.0,
4_0000000000000000002f,Khanaqin,Diyala,0.0,1988.0,
4_00000000000000000030,Kifri,Diyala,0.0,1988.0,
4_00000000000000000056,Baladruz,Diyala,0.0,1988.0,
4_00000000000000000057,Baquba,Diyala,0.0,1988.0,
4_00000000000000000032,Koysinjaq,Erbil,0.0,1988.0,
4_00000000000000000033,Makhmour,Erbil,0.0,1988.0,
4_00000000000000000038,Rawanduz,Erbil,0.0,1988.0,
4_0000000000000000003a,Shaqlawa,Erbil,0.0,1988.0,
4_0000000000000000004f,Al-Zibar,Erbil,0.0,1988.0,
4_0000000000000000005f,Erbil,Erbil,0.0,1988.0,
4_00000000000000000002,Ain Al-Tamur,Kerbala,0.0,1988.0,
4_00000000000000000014,Al-Hindiya,Kerbala,0.0,1988.0,
4_00000000000000000064,Kerbela,Kerbala,0.0,1988.0,
4_00000000000000000012,Al-Hawiga,Kirkuk,0.0,1988.0,
4_00000000000000000031,Kirkuk,Kirkuk,0.0,1988.0,
4_0000000000000000005a,Daquq,Kirkuk,0.0,1988.0,
4_0000000000000000005c,Dibis,Kirkuk,0.0,1988.0,
4_00000000000000000005,Al-Amara,Maysan,0.0,1988.0,
4_00000000000000000016,Al-Kahla,Maysan,0.0,1988.0,
4_00000000000000000020,Al-Maimouna,Maysan,0.0,1988.0,
4_00000000000000000022,Al-Mejar Al-Kabir,Maysan,0.0,1988.0,
4_00000000000000000036,Qalat Saleh,Maysan,0.0,1988.0,
4_00000000000000000051,Ali Al-Gharbi,Maysan,0.0,1988.0,
4_00000000000000000006,Al-Baaj,Ninewa,0.0,1988.0,
4_0000000000000000000e,Al-Hamdaniya,Ninewa,0.0,1988.0,
4_00000000000000000011,Al-Hatra,Ninewa,0.0,1988.0,
4_00000000000000000024,Al-Mosul,Ninewa,0.0,1988.0,
4_0000000000000000003d,Sinjar,Ninewa,0.0,1988.0,
4_00000000000000000040,Telafar,Ninewa,0.0,1988.0,
4_00000000000000000042,Tilkaef,Ninewa,0.0,1988.0,
4_0000000000000000004a,Al-Shikhan,Ninewa,0.0,1988.0,
4_00000000000000000053,Aqra,Ninewa,0.0,1988.0,
4_00000000000000000009,Al-Daur,Salah Al-Din,0.0,1988.0,
4_00000000000000000039,Samarra,Salah Al-Din,0.0,1988.0,
4_00000000000000000041,Tikrit,Salah Al-Din,0.0,1988.0,
4_00000000000000000043,Tooz Khurmato,Salah Al-Din,0.0,1988.0,
4_0000000000000000004b,Al-Shirqat,Salah Al-Din,0.0,1988.0,
4_00000000000000000055,Balad,Salah Al-Din,0.0,1988.0,
4_00000000000000000058,Baiji,Salah Al-Din,0.0,1988.0,
4_00000000000000000008,Al-Chibayish,Thi Qar,0.0,1988.0,
4_00000000000000000029,Al-Nasiriya,Thi Qar,0.0,1988.0,
4_0000000000000000002c,Al-Rifai,Thi Qar,0.0,1988.0,
4_0000000000000000003f,Suq Al-Shoyokh,Thi Qar,0.0,1988.0,
4_00000000000000000049,Al-Shatra,Thi Qar,0.0,1988.0,
4_0000000000000000000d,Al-Hai,Wassit,0.0,1988.0,
4_0000000000000000001c,Al-Kut,Wassit,0.0,1988.0,
4_00000000000000000028,Al-Namaniya,Wassit,0.0,1988.0,
4_0000000000000000004d,Al-Suwaira,Wassit,0.0,1988.0,
4_00000000000000000054,Badra,Wassit,0.0,1988.0,
5_0000000000000000000b,Al-Falluja,Al-Anbar,0.0,1989.0,
5_00000000000000000017,Al-Kaim,Al-Anbar,0.0,1989.0,
5_0000000000000000002b,Al-Ramadi,Al-Anbar,0.0,1989.0,
5_00000000000000000045,Al-Rutba,Al-Anbar,0.0,1989.0,
5_00000000000000000052,Ana,Al-Anbar,0.0,1989.0,
5_00000000000000000060,Haditha,Al-Anbar,0.0,1989.0,
5_00000000000000000062,Heet,Al-Anbar,0.0,1989.0,
5_00000000000000000000,Abu Al-Khaseeb,Al-Basrah,0.0,1989.0,
5_00000000000000000007,Al-Basrah,Al-Basrah,0.0,1989.0,
5_0000000000000000000c,Al-Faw,Al-Basrah,0.0,1989.0,
5_00000000000000000023,Al-Midaina,Al-Basrah,0.0,1989.0,
5_0000000000000000002a,Al-Qurna,Al-Basrah,0.0,1989.0,
5_0000000000000000003c,Shat Al-Arab,Al-Basrah,0.0,1989.0,
5_00000000000000000050,Al-Zubair,Al-Basrah,0.0,1989.0,
5_0000000000000000001a,Al-Khidhir,Al-Muthanna,6529.76862745098,1989.0,
5_0000000000000000002e,Al-Rumaitha,Al-Muthanna,3463.043137254902,1989.0,
5_00000000000000000046,Al-Salman,Al-Muthanna,86.0,1989.0,
5_00000000000000000047,Al-Samawa,Al-Muthanna,6623.294117647058,1989.0,
5_0000000000000000001b,Al-Kufa,Al-Najaf,0.0,1989.0,
5_00000000000000000021,Al-Manathera,Al-Najaf,0.0,1989.0,
5_00000000000000000027,Al-Najaf,Al-Najaf,0.0,1989.0,
5_00000000000000000001,Afaq,Al-Qadissiya,74350.85490196076,1989.0,
5_0000000000000000000a,Al-Diwaniya,Al-Qadissiya,0.0,1989.0,
5_0000000000000000000f,Al-Hamza,Al-Qadissiya,0.0,1989.0,
5_00000000000000000048,Al-Shamiya,Al-Qadissiya,0.0,1989.0,
5_00000000000000000034,Panjwin,Al-Sulaymaniyah,0.0,1989.0,
5_00000000000000000035,Pshdar,Al-Sulaymaniyah,0.0,1989.0,
5_00000000000000000037,Rania,Al-Sulaymaniyah,0.0,1989.0,
5_0000000000000000003b,Sharbazher,Al-Sulaymaniyah,0.0,1989.0,
5_0000000000000000004c,Al-Sulaymaniyah,Al-Sulaymaniyah,0.0,1989.0,
5_00000000000000000059,Chamchamal,Al-Sulaymaniyah,0.0,1989.0,
5_0000000000000000005b,Derbendikhan,Al-Sulaymaniyah,0.0,1989.0,
5_0000000000000000005d,Dokan,Al-Sulaymaniyah,0.0,1989.0,
5_00000000000000000061,Halabcha,Al-Sulaymaniyah,3.0,1989.0,
5_00000000000000000063,Kalar,Al-Sulaymaniyah,0.0,1989.0,
5_00000000000000000010,Al-Hashimiya,Babil,0.0,1989.0,
5_00000000000000000013,Al-Hilla,Babil,0.0,1989.0,
5_0000000000000000001e,Al-Mahaweel,Babil,0.0,1989.0,
5_00000000000000000026,Al-Mussyab,Babil,0.0,1989.0,
5_00000000000000000003,Al-Adhamiya,Baghdad,0.0,1989.0,
5_00000000000000000015,Al-Kadhmiyah,Baghdad,0.0,1989.0,
5_00000000000000000018,Al-Karkh,Baghdad,0.0,1989.0,
5_0000000000000000001d,Al-Mada'in,Baghdad,0.0,1989.0,
5_0000000000000000001f,Al-Mahmoudiya,Baghdad,0.0,1989.0,
5_0000000000000000002d,Al-Risafa,Baghdad,0.0,1989.0,
5_0000000000000000004e,Al-Thawra,Baghdad,0.0,1989.0,
5_00000000000000000004,Al-Amadiya,Duhok,0.0,1989.0,
5_0000000000000000003e,Sumail,Duhok,978.8431372549019,1989.0,
5_00000000000000000044,Zakho,Duhok,579.0117647058823,1989.0,
5_0000000000000000005e,Duhok,Duhok,0.0,1989.0,
5_00000000000000000019,Al-Khalis,Diyala,0.0,1989.0,
5_00000000000000000025,Al-Muqdadiya,Diyala,0.0,1989.0,
5_0000000000000000002f,Khanaqin,Diyala,0.0,1989.0,
5_00000000000000000030,Kifri,Diyala,0.0,1989.0,
5_00000000000000000056,Baladruz,Diyala,0.0,1989.0,
5_00000000000000000057,Baquba,Diyala,0.0,1989.0,
5_00000000000000000032,Koysinjaq,Erbil,0.0,1989.0,
5_00000000000000000033,Makhmour,Erbil,0.0,1989.0,
5_00000000000000000038,Rawanduz,Erbil,0.0,1989.0,
5_0000000000000000003a,Shaqlawa,Erbil,0.0,1989.0,
5_0000000000000000004f,Al-Zibar,Erbil,0.0,1989.0,
5_0000000000000000005f,Erbil,Erbil,0.0,1989.0,
5_00000000000000000002,Ain Al-Tamur,Kerbala,0.0,1989.0,
5_00000000000000000014,Al-Hindiya,Kerbala,0.0,1989.0,
5_00000000000000000064,Kerbela,Kerbala,0.0,1989.0,
5_00000000000000000012,Al-Hawiga,Kirkuk,0.0,1989.0,
5_00000000000000000031,Kirkuk,Kirkuk,0.0,1989.0,
5_0000000000000000005a,Daquq,Kirkuk,0.0,1989.0,
5_0000000000000000005c,Dibis,Kirkuk,0.0,1989.0,
5_00000000000000000005,Al-Amara,Maysan,2997.2941176470586,1989.0,
5_00000000000000000016,Al-Kahla,Maysan,8230.796078431373,1989.0,
5_00000000000000000020,Al-Maimouna,Maysan,21383.18431372549,1989.0,
5_00000000000000000022,Al-Mejar Al-Kabir,Maysan,0.0,1989.0,
5_00000000000000000036,Qalat Saleh,Maysan,0.0,1989.0,
5_00000000000000000051,Ali Al-Gharbi,Maysan,20941.039215686273,1989.0,
5_00000000000000000006,Al-Baaj,Ninewa,0.0,1989.0,
5_0000000000000000000e,Al-Hamdaniya,Ninewa,0.0,1989.0,
5_00000000000000000011,Al-Hatra,Ninewa,0.0,1989.0,
5_00000000000000000024,Al-Mosul,Ninewa,0.0,1989.0,
5_0000000000000000003d,Sinjar,Ninewa,0.0,1989.0,
5_00000000000000000040,Telafar,Ninewa,164.71764705882356,1989.0,
5_00000000000000000042,Tilkaef,Ninewa,0.0,1989.0,
5_0000000000000000004a,Al-Shikhan,Ninewa,0.0,1989.0,
5_00000000000000000053,Aqra,Ninewa,0.0,1989.0,
5_00000000000000000009,Al-Daur,Salah Al-Din,0.0,1989.0,
5_00000000000000000039,Samarra,Salah Al-Din,0.0,1989.0,
5_00000000000000000041,Tikrit,Salah Al-Din,0.0,1989.0,
5_00000000000000000043,Tooz Khurmato,Salah Al-Din,0.0,1989.0,
5_0000000000000000004b,Al-Shirqat,Salah Al-Din,0.0,1989.0,
5_00000000000000000055,Balad,Salah Al-Din,0.0,1989.0,
5_00000000000000000058,Baiji,Salah Al-Din,0.0,1989.0,
5_00000000000000000008,Al-Chibayish,Thi Qar,70058.59215686278,1989.0,
5_00000000000000000029,Al-Nasiriya,Thi Qar,24629.94901960786,1989.0,
5_0000000000000000002c,Al-Rifai,Thi Qar,23551.854901960785,1989.0,
5_0000000000000000003f,Suq Al-Shoyokh,Thi Qar,67633.56078431377,1989.0,
5_00000000000000000049,Al-Shatra,Thi Qar,4909.83137254902,1989.0,
5_0000000000000000000d,Al-Hai,Wassit,6988.443137254902,1989.0,
5_0000000000000000001c,Al-Kut,Wassit,38604.752941176484,1989.0,
5_00000000000000000028,Al-Namaniya,Wassit,163452.86666666646,1989.0,
5_0000000000000000004d,Al-Suwaira,Wassit,338.0,1989.0,
5_00000000000000000054,Badra,Wassit,41.42745098039216,1989.0,
6_0000000000000000000b,Al-Falluja,Al-Anbar,763422.3882352912,1990.0,
6_00000000000000000017,Al-Kaim,Al-Anbar,20356.137254901958,1990.0,
6_0000000000000000002b,Al-Ramadi,Al-Anbar,971400.6627450974,1990.0,
6_00000000000000000045,Al-Rutba,Al-Anbar,4212.0,1990.0,
6_00000000000000000052,Ana,Al-Anbar,169537.82745098017,1990.0,
6_00000000000000000060,Haditha,Al-Anbar,314019.7921568627,1990.0,
6_00000000000000000062,Heet,Al-Anbar,581239.0823529409,1990.0,
6_00000000000000000000,Abu Al-Khaseeb,Al-Basrah,48280.97254901966,1990.0,
6_00000000000000000007,Al-Basrah,Al-Basrah,55822.929411764766,1990.0,
6_0000000000000000000c,Al-Faw,Al-Basrah,354214.62352941104,1990.0,
6_00000000000000000023,Al-Midaina,Al-Basrah,37612.34509803922,1990.0,
6_0000000000000000002a,Al-Qurna,Al-Basrah,204939.16862745103,1990.0,
6_0000000000000000003c,Shat Al-Arab,Al-Basrah,26352.223529411778,1990.0,
6_00000000000000000050,Al-Zubair,Al-Basrah,12580.274509803936,1990.0,
6_0000000000000000001a,Al-Khidhir,Al-Muthanna,6515.317647058823,1990.0,
6_0000000000000000002e,Al-Rumaitha,Al-Muthanna,8442.219607843133,1990.0,
6_00000000000000000046,Al-Salman,Al-Muthanna,1513.9450980392155,1990.0,
6_00000000000000000047,Al-Samawa,Al-Muthanna,6716.729411764705,1990.0,
6_0000000000000000001b,Al-Kufa,Al-Najaf,4672.772549019607,1990.0,
6_00000000000000000021,Al-Manathera,Al-Najaf,3774.8274509803923,1990.0,
6_00000000000000000027,Al-Najaf,Al-Najaf,1737.7686274509801,1990.0,
6_00000000000000000001,Afaq,Al-Qadissiya,47130.85490196084,1990.0,
6_0000000000000000000a,Al-Diwaniya,Al-Qadissiya,224.81176470588235,1990.0,
6_0000000000000000000f,Al-Hamza,Al-Qadissiya,10257.176470588236,1990.0,
6_00000000000000000048,Al-Shamiya,Al-Qadissiya,3218.0431372549024,1990.0,
6_00000000000000000034,Panjwin,Al-Sulaymaniyah,0.0,1990.0,
6_00000000000000000035,Pshdar,Al-Sulaymaniyah,3398.8392156862747,1990.0,
6_00000000000000000037,Rania,Al-Sulaymaniyah,112419.9764705881,1990.0,
6_0000000000000000003b,Sharbazher,Al-Sulaymaniyah,115.73333333333333,1990.0,
6_0000000000000000004c,Al-Sulaymaniyah,Al-Sulaymaniyah,0.0,1990.0,
6_00000000000000000059,Chamchamal,Al-Sulaymaniyah,111.51372549019608,1990.0,
6_0000000000000000005b,Derbendikhan,Al-Sulaymaniyah,49803.470588235294,1990.0,
6_0000000000000000005d,Dokan,Al-Sulaymaniyah,80286.97254901961,1990.0,
6_00000000000000000061,Halabcha,Al-Sulaymaniyah,1719.407843137255,1990.0,
6_00000000000000000063,Kalar,Al-Sulaymaniyah,4638.905882352941,1990.0,
6_00000000000000000010,Al-Hashimiya,Babil,1775.7764705882353,1990.0,
6_00000000000000000013,Al-Hilla,Babil,10835.650980392156,1990.0,
6_0000000000000000001e,Al-Mahaweel,Babil,1241.027450980392,1990.0,
6_00000000000000000026,Al-Mussyab,Babil,20606.415686274508,1990.0,
6_00000000000000000003,Al-Adhamiya,Baghdad,2884.0196078431372,1990.0,
6_00000000000000000015,Al-Kadhmiyah,Baghdad,20359.447058823534,1990.0,
6_00000000000000000018,Al-Karkh,Baghdad,6912.458823529409,1990.0,
6_0000000000000000001d,Al-Mada'in,Baghdad,11413.211764705888,1990.0,
6_0000000000000000001f,Al-Mahmoudiya,Baghdad,6402.964705882351,1990.0,
6_0000000000000000002d,Al-Risafa,Baghdad,6020.792156862745,1990.0,
6_0000000000000000004e,Al-Thawra,Baghdad,508.0,1990.0,
6_00000000000000000004,Al-Amadiya,Duhok,1221.992156862745,1990.0,
6_0000000000000000003e,Sumail,Duhok,18533.027450980444,1990.0,
6_00000000000000000044,Zakho,Duhok,672.0588235294117,1990.0,
6_0000000000000000005e,Duhok,Duhok,1672.0,1990.0,
6_00000000000000000019,Al-Khalis,Diyala,10804.850980392155,1990.0,
6_00000000000000000025,Al-Muqdadiya,Diyala,372.6745098039216,1990.0,
6_0000000000000000002f,Khanaqin,Diyala,174701.07058823522,1990.0,
6_00000000000000000030,Kifri,Diyala,108.95294117647059,1990.0,
6_00000000000000000056,Baladruz,Diyala,1506.0,1990.0,
6_00000000000000000057,Baquba,Diyala,1819.1019607843139,1990.0,
6_00000000000000000032,Koysinjaq,Erbil,7892.462745098039,1990.0,
6_00000000000000000033,Makhmour,Erbil,468.1294117647059,1990.0,
6_00000000000000000038,Rawanduz,Erbil,1113.843137254902,1990.0,
6_0000000000000000003a,Shaqlawa,Erbil,2.6431372549019607,1990.0,
6_0000000000000000004f,Al-Zibar,Erbil,736.4823529411765,1990.0,
6_0000000000000000005f,Erbil,Erbil,1335.1803921568626,1990.0,
6_00000000000000000002,Ain Al-Tamur,Kerbala,609154.3333333326,1990.0,
6_00000000000000000014,Al-Hindiya,Kerbala,6816.862745098039,1990.0,
6_00000000000000000064,Kerbela,Kerbala,331201.22352941165,1990.0,
6_00000000000000000012,Al-Hawiga,Kirkuk,5577.713725490196,1990.0,
6_00000000000000000031,Kirkuk,Kirkuk,831.0705882352942,1990.0,
6_0000000000000000005a,Daquq,Kirkuk,437.7647058823529,1990.0,
6_0000000000000000005c,Dibis,Kirkuk,7494.874509803922,1990.0,
6_00000000000000000005,Al-Amara,Maysan,3101.8392156862747,1990.0,
6_00000000000000000016,Al-Kahla,Maysan,187873.05882352937,1990.0,
6_00000000000000000020,Al-Maimouna,Maysan,21338.29411764706,1990.0,
6_00000000000000000022,Al-Mejar Al-Kabir,Maysan,147561.86274509804,1990.0,
6_00000000000000000036,Qalat Saleh,Maysan,3682.156862745098,1990.0,
6_00000000000000000051,Ali Al-Gharbi,Maysan,21262.521568627453,1990.0,
6_00000000000000000006,Al-Baaj,Ninewa,0.0,1990.0,
6_0000000000000000000e,Al-Hamdaniya,Ninewa,15334.4431372549,1990.0,
6_00000000000000000011,Al-Hatra,Ninewa,0.0,1990.0,
6_00000000000000000024,Al-Mosul,Ninewa,18424.207843137257,1990.0,
6_0000000000000000003d,Sinjar,Ninewa,0.0,1990.0,
6_00000000000000000040,Telafar,Ninewa,221779.16078431346,1990.0,
6_00000000000000000042,Tilkaef,Ninewa,122942.19215686261,1990.0,
6_0000000000000000004a,Al-Shikhan,Ninewa,14.0,1990.0,
6_00000000000000000053,Aqra,Ninewa,13933.098039215687,1990.0,
6_00000000000000000009,Al-Daur,Salah Al-Din,602.2235294117646,1990.0,
6_00000000000000000039,Samarra,Salah Al-Din,935865.7019607823,1990.0,
6_00000000000000000041,Tikrit,Salah Al-Din,13076.333333333332,1990.0,
6_00000000000000000043,Tooz Khurmato,Salah Al-Din,437.2352941176471,1990.0,
6_0000000000000000004b,Al-Shirqat,Salah Al-Din,11205.458823529412,1990.0,
6_00000000000000000055,Balad,Salah Al-Din,880723.3882352924,1990.0,
6_00000000000000000058,Baiji,Salah Al-Din,24833.56470588236,1990.0,
6_00000000000000000008,Al-Chibayish,Thi Qar,158589.91372549022,1990.0,
6_00000000000000000029,Al-Nasiriya,Thi Qar,18461.141176470584,1990.0,
6_0000000000000000002c,Al-Rifai,Thi Qar,20501.71764705882,1990.0,
6_0000000000000000003f,Suq Al-Shoyokh,Thi Qar,46768.67058823532,1990.0,
6_00000000000000000049,Al-Shatra,Thi Qar,4558.96862745098,1990.0,
6_0000000000000000000d,Al-Hai,Wassit,7221.6627450980395,1990.0,
6_0000000000000000001c,Al-Kut,Wassit,38665.28627450982,1990.0,
6_00000000000000000028,Al-Namaniya,Wassit,164347.03137254884,1990.0,
6_0000000000000000004d,Al-Suwaira,Wassit,37182.1568627451,1990.0,
6_00000000000000000054,Badra,Wassit,33.42745098039216,1990.0,
7_0000000000000000000b,Al-Falluja,Al-Anbar,766622.4901960755,1991.0,
7_00000000000000000017,Al-Kaim,Al-Anbar,20708.137254901958,1991.0,
7_0000000000000000002b,Al-Ramadi,Al-Anbar,1014804.317647058,1991.0,
7_00000000000000000045,Al-Rutba,Al-Anbar,3111.0,1991.0,
7_00000000000000000052,Ana,Al-Anbar,154854.14509803904,1991.0,
7_00000000000000000060,Haditha,Al-Anbar,308370.52549019596,1991.0,
